Mes,Unidad,Sucursal,Perspectiva,Indicador,Valor,Unidad de Medida
2024-06,Oficial 036,Sucursal 12,Eficiencia,Clientes atendidos por hora,97.68,Horas
2024-06,Oficial 036,Sucursal 12,Eficiencia,Tasa de errores,62.14,%
2024-06,Oficial 036,Sucursal 12,Calidad,Revisión manual necesaria,75.66,Horas
2024-06,Oficial 036,Sucursal 12,Calidad,Tasa de rechazo,61.6,%
2024-06,Oficial 036,Sucursal 12,Calidad,Cumplimiento de normativa,64.88,Horas
2024-06,Oficial 036,Sucursal 12,Experiencia,Satisfacción del cliente,69.21,Puntos
2024-06,Oficial 036,Sucursal 12,Experiencia,Tasa de reclamos,76.34,%
2024-06,Oficial 036,Sucursal 12,Experiencia,Tiempo de espera,73.28,Horas
2024-06,Oficial 037,Sucursal 13,Eficiencia,Tiempo de procesamiento,93.2,Horas
2024-06,Oficial 037,Sucursal 13,Eficiencia,Clientes atendidos por hora,84.21,Horas
2024-06,Oficial 037,Sucursal 13,Eficiencia,Tasa de errores,68.95,%
2024-06,Oficial 037,Sucursal 13,Calidad,Revisión manual necesaria,98.66,Horas
2024-06,Oficial 037,Sucursal 13,Calidad,Tasa de rechazo,91.39,%
2024-06,Oficial 037,Sucursal 13,Calidad,Cumplimiento de normativa,72.03,Horas
2024-06,Oficial 037,Sucursal 13,Experiencia,Satisfacción del cliente,62.99,Puntos
2024-06,Oficial 037,Sucursal 13,Experiencia,Tasa de reclamos,92.62,%
2024-06,Oficial 037,Sucursal 13,Experiencia,Tiempo de espera,86.81,Horas
2024-06,Oficial 038,Sucursal 13,Eficiencia,Tiempo de procesamiento,83.0,Horas
2024-06,Oficial 038,Sucursal 13,Eficiencia,Clientes atendidos por hora,81.99,Horas
2024-06,Oficial 038,Sucursal 13,Eficiencia,Tasa de errores,88.71,%
2024-06,Oficial 038,Sucursal 13,Calidad,Revisión manual necesaria,82.13,Horas
2024-06,Oficial 038,Sucursal 13,Calidad,Tasa de rechazo,96.07,%
2024-06,Oficial 038,Sucursal 13,Calidad,Cumplimiento de normativa,79.93,Horas
2024-06,Oficial 038,Sucursal 13,Experiencia,Satisfacción del cliente,68.38,Puntos
2024-06,Oficial 038,Sucursal 13,Experiencia,Tasa de reclamos,71.13,%
2024-06,Oficial 038,Sucursal 13,Experiencia,Tiempo de espera,96.93,Horas
2024-06,Oficial 039,Sucursal 13,Eficiencia,Tiempo de procesamiento,76.18,Horas
2024-06,Oficial 039,Sucursal 13,Eficiencia,Clientes atendidos por hora,75.02,Horas
2024-06,Oficial 039,Sucursal 13,Eficiencia,Tasa de errores,98.59,%
2024-06,Oficial 039,Sucursal 13,Calidad,Revisión manual necesaria,84.67,Horas
2024-06,Oficial 039,Sucursal 13,Calidad,Tasa de rechazo,83.81,%
2024-06,Oficial 039,Sucursal 13,Calidad,Cumplimiento de normativa,87.56,Horas
2024-06,Oficial 039,Sucursal 13,Experiencia,Satisfacción del cliente,65.83,Puntos
2024-06,Oficial 039,Sucursal 13,Experiencia,Tasa de reclamos,92.56,%
2024-06,Oficial 039,Sucursal 13,Experiencia,Tiempo de espera,66.4,Horas
2024-06,Oficial 040,Sucursal 14,Eficiencia,Tiempo de procesamiento,96.15,Horas
2024-06,Oficial 040,Sucursal 14,Eficiencia,Clientes atendidos por hora,94.43,Horas
2024-06,Oficial 040,Sucursal 14,Eficiencia,Tasa de errores,97.15,%
2024-06,Oficial 040,Sucursal 14,Calidad,Revisión manual necesaria,60.22,Horas
2024-06,Oficial 040,Sucursal 14,Calidad,Tasa de rechazo,93.31,%
2024-06,Oficial 040,Sucursal 14,Calidad,Cumplimiento de normativa,87.18,Horas
2024-06,Oficial 040,Sucursal 14,Experiencia,Satisfacción del cliente,66.24,Puntos
2024-06,Oficial 040,Sucursal 14,Experiencia,Tasa de reclamos,84.66,%
2024-06,Oficial 040,Sucursal 14,Experiencia,Tiempo de espera,60.56,Horas
2024-06,Oficial 041,Sucursal 14,Eficiencia,Tiempo de procesamiento,79.96,Horas
2024-06,Oficial 041,Sucursal 14,Eficiencia,Clientes atendidos por hora,97.33,Horas
2024-06,Oficial 041,Sucursal 14,Eficiencia,Tasa de errores,95.42,%
2024-06,Oficial 041,Sucursal 14,Calidad,Revisión manual necesaria,86.99,Horas
2024-06,Oficial 041,Sucursal 14,Calidad,Tasa de rechazo,87.8,%
2024-06,Oficial 041,Sucursal 14,Calidad,Cumplimiento de normativa,64.07,Horas
2024-06,Oficial 041,Sucursal 14,Experiencia,Satisfacción del cliente,94.57,Puntos
2024-06,Oficial 041,Sucursal 14,Experiencia,Tasa de reclamos,99.79,%
2024-06,Oficial 041,Sucursal 14,Experiencia,Tiempo de espera,66.05,Horas
2024-06,Oficial 042,Sucursal 14,Eficiencia,Tiempo de procesamiento,92.78,Horas
2024-06,Oficial 042,Sucursal 14,Eficiencia,Clientes atendidos por hora,97.0,Horas
2024-06,Oficial 042,Sucursal 14,Eficiencia,Tasa de errores,71.65,%
2024-06,Oficial 042,Sucursal 14,Calidad,Revisión manual necesaria,71.47,Horas
2024-06,Oficial 042,Sucursal 14,Calidad,Tasa de rechazo,96.71,%
2024-06,Oficial 042,Sucursal 14,Calidad,Cumplimiento de normativa,95.01,Horas
2024-06,Oficial 042,Sucursal 14,Experiencia,Satisfacción del cliente,97.93,Puntos
2024-06,Oficial 042,Sucursal 14,Experiencia,Tasa de reclamos,77.06,%
2024-06,Oficial 042,Sucursal 14,Experiencia,Tiempo de espera,80.22,Horas
2024-06,Oficial 043,Sucursal 15,Eficiencia,Tiempo de procesamiento,73.73,Horas
2024-06,Oficial 043,Sucursal 15,Eficiencia,Clientes atendidos por hora,67.4,Horas
2024-06,Oficial 043,Sucursal 15,Eficiencia,Tasa de errores,94.21,%
2024-06,Oficial 043,Sucursal 15,Calidad,Revisión manual necesaria,69.41,Horas
2024-06,Oficial 043,Sucursal 15,Calidad,Tasa de rechazo,67.51,%
2024-06,Oficial 043,Sucursal 15,Calidad,Cumplimiento de normativa,87.35,Horas
2024-06,Oficial 043,Sucursal 15,Experiencia,Satisfacción del cliente,61.92,Puntos
2024-06,Oficial 043,Sucursal 15,Experiencia,Tasa de reclamos,76.23,%
2024-06,Oficial 043,Sucursal 15,Experiencia,Tiempo de espera,77.9,Horas
2024-06,Oficial 044,Sucursal 15,Eficiencia,Tiempo de procesamiento,98.24,Horas
2024-06,Oficial 044,Sucursal 15,Eficiencia,Clientes atendidos por hora,90.28,Horas
2024-06,Oficial 044,Sucursal 15,Eficiencia,Tasa de errores,89.28,%
2024-06,Oficial 044,Sucursal 15,Calidad,Revisión manual necesaria,94.57,Horas
2024-06,Oficial 044,Sucursal 15,Calidad,Tasa de rechazo,75.9,%
2024-06,Oficial 044,Sucursal 15,Calidad,Cumplimiento de normativa,68.31,Horas
2024-06,Oficial 044,Sucursal 15,Experiencia,Satisfacción del cliente,61.98,Puntos
2024-06,Oficial 044,Sucursal 15,Experiencia,Tasa de reclamos,93.46,%
2024-06,Oficial 044,Sucursal 15,Experiencia,Tiempo de espera,88.99,Horas
2024-06,Oficial 045,Sucursal 15,Eficiencia,Tiempo de procesamiento,73.34,Horas
2024-06,Oficial 045,Sucursal 15,Eficiencia,Clientes atendidos por hora,66.26,Horas
2024-06,Oficial 045,Sucursal 15,Eficiencia,Tasa de errores,95.06,%
2024-06,Oficial 045,Sucursal 15,Calidad,Revisión manual necesaria,78.0,Horas
2024-06,Oficial 045,Sucursal 15,Calidad,Tasa de rechazo,86.67,%
2024-06,Oficial 045,Sucursal 15,Calidad,Cumplimiento de normativa,60.3,Horas
2024-06,Oficial 045,Sucursal 15,Experiencia,Satisfacción del cliente,99.5,Puntos
2024-06,Oficial 045,Sucursal 15,Experiencia,Tasa de reclamos,92.97,%
2024-06,Oficial 045,Sucursal 15,Experiencia,Tiempo de espera,93.6,Horas
2024-06,Oficial 046,Sucursal 16,Eficiencia,Tiempo de procesamiento,89.62,Horas
2024-06,Oficial 046,Sucursal 16,Eficiencia,Clientes atendidos por hora,65.76,Horas
2024-06,Oficial 046,Sucursal 16,Eficiencia,Tasa de errores,72.43,%
2024-06,Oficial 046,Sucursal 16,Calidad,Revisión manual necesaria,88.05,Horas
2024-06,Oficial 046,Sucursal 16,Calidad,Tasa de rechazo,67.88,%
2024-06,Oficial 046,Sucursal 16,Calidad,Cumplimiento de normativa,60.97,Horas
2024-06,Oficial 046,Sucursal 16,Experiencia,Satisfacción del cliente,90.09,Puntos
2024-06,Oficial 046,Sucursal 16,Experiencia,Tasa de reclamos,87.71,%
2024-06,Oficial 046,Sucursal 16,Experiencia,Tiempo de espera,80.03,Horas
2024-06,Oficial 047,Sucursal 16,Eficiencia,Tiempo de procesamiento,90.62,Horas
2024-06,Oficial 047,Sucursal 16,Eficiencia,Clientes atendidos por hora,86.03,Horas
2024-06,Oficial 047,Sucursal 16,Eficiencia,Tasa de errores,87.97,%
2024-06,Oficial 047,Sucursal 16,Calidad,Revisión manual necesaria,98.17,Horas
2024-06,Oficial 047,Sucursal 16,Calidad,Tasa de rechazo,86.95,%
2024-06,Oficial 047,Sucursal 16,Calidad,Cumplimiento de normativa,73.47,Horas
2024-06,Oficial 047,Sucursal 16,Experiencia,Satisfacción del cliente,81.6,Puntos
2024-06,Oficial 047,Sucursal 16,Experiencia,Tasa de reclamos,70.44,%
2024-06,Oficial 047,Sucursal 16,Experiencia,Tiempo de espera,66.75,Horas
2024-06,Oficial 048,Sucursal 16,Eficiencia,Tiempo de procesamiento,99.56,Horas
2024-06,Oficial 048,Sucursal 16,Eficiencia,Clientes atendidos por hora,84.59,Horas
2024-06,Oficial 048,Sucursal 16,Eficiencia,Tasa de errores,91.92,%
2024-06,Oficial 048,Sucursal 16,Calidad,Revisión manual necesaria,71.09,Horas
2024-06,Oficial 048,Sucursal 16,Calidad,Tasa de rechazo,99.27,%
2024-06,Oficial 048,Sucursal 16,Calidad,Cumplimiento de normativa,96.23,Horas
2024-06,Oficial 048,Sucursal 16,Experiencia,Satisfacción del cliente,73.28,Puntos
2024-06,Oficial 048,Sucursal 16,Experiencia,Tasa de reclamos,89.61,%
2024-06,Oficial 048,Sucursal 16,Experiencia,Tiempo de espera,60.05,Horas
2024-06,Oficial 049,Sucursal 17,Eficiencia,Tiempo de procesamiento,79.34,Horas
2024-06,Oficial 049,Sucursal 17,Eficiencia,Clientes atendidos por hora,76.06,Horas
2024-06,Oficial 049,Sucursal 17,Eficiencia,Tasa de errores,76.88,%
2024-06,Oficial 049,Sucursal 17,Calidad,Revisión manual necesaria,60.41,Horas
2024-06,Oficial 049,Sucursal 17,Calidad,Tasa de rechazo,62.49,%
2024-06,Oficial 049,Sucursal 17,Calidad,Cumplimiento de normativa,72.17,Horas
2024-06,Oficial 049,Sucursal 17,Experiencia,Satisfacción del cliente,81.08,Puntos
2024-06,Oficial 049,Sucursal 17,Experiencia,Tasa de reclamos,79.76,%
2024-06,Oficial 049,Sucursal 17,Experiencia,Tiempo de espera,99.28,Horas
2024-06,Oficial 050,Sucursal 17,Eficiencia,Tiempo de procesamiento,74.52,Horas
2024-06,Oficial 050,Sucursal 17,Eficiencia,Clientes atendidos por hora,93.76,Horas
2024-06,Oficial 050,Sucursal 17,Eficiencia,Tasa de errores,90.54,%
2024-06,Oficial 050,Sucursal 17,Calidad,Revisión manual necesaria,68.96,Horas
2024-06,Oficial 050,Sucursal 17,Calidad,Tasa de rechazo,82.92,%
2024-06,Oficial 050,Sucursal 17,Calidad,Cumplimiento de normativa,75.74,Horas
2024-06,Oficial 050,Sucursal 17,Experiencia,Satisfacción del cliente,99.43,Puntos
2024-06,Oficial 050,Sucursal 17,Experiencia,Tasa de reclamos,96.27,%
2024-06,Oficial 050,Sucursal 17,Experiencia,Tiempo de espera,95.41,Horas
2024-06,Oficial 051,Sucursal 17,Eficiencia,Tiempo de procesamiento,89.81,Horas
2024-06,Oficial 051,Sucursal 17,Eficiencia,Clientes atendidos por hora,63.12,Horas
2024-06,Oficial 051,Sucursal 17,Eficiencia,Tasa de errores,73.59,%
2024-06,Oficial 051,Sucursal 17,Calidad,Revisión manual necesaria,62.57,Horas
2024-06,Oficial 051,Sucursal 17,Calidad,Tasa de rechazo,75.32,%
2024-06,Oficial 051,Sucursal 17,Calidad,Cumplimiento de normativa,94.56,Horas
2024-06,Oficial 051,Sucursal 17,Experiencia,Satisfacción del cliente,64.2,Puntos
2024-06,Oficial 051,Sucursal 17,Experiencia,Tasa de reclamos,91.34,%
2024-06,Oficial 051,Sucursal 17,Experiencia,Tiempo de espera,80.5,Horas
2024-06,Oficial 052,Sucursal 18,Eficiencia,Tiempo de procesamiento,64.46,Horas
2024-06,Oficial 052,Sucursal 18,Eficiencia,Clientes atendidos por hora,92.02,Horas
2024-06,Oficial 052,Sucursal 18,Eficiencia,Tasa de errores,94.01,%
2024-06,Oficial 052,Sucursal 18,Calidad,Revisión manual necesaria,82.16,Horas
2024-06,Oficial 052,Sucursal 18,Calidad,Tasa de rechazo,69.89,%
2024-06,Oficial 052,Sucursal 18,Calidad,Cumplimiento de normativa,84.53,Horas
2024-06,Oficial 052,Sucursal 18,Experiencia,Satisfacción del cliente,97.55,Puntos
2024-06,Oficial 052,Sucursal 18,Experiencia,Tasa de reclamos,93.12,%
2024-06,Oficial 052,Sucursal 18,Experiencia,Tiempo de espera,89.45,Horas
2024-06,Oficial 053,Sucursal 18,Eficiencia,Tiempo de procesamiento,68.96,Horas
2024-06,Oficial 053,Sucursal 18,Eficiencia,Clientes atendidos por hora,67.04,Horas
2024-06,Oficial 053,Sucursal 18,Eficiencia,Tasa de errores,91.23,%
2024-06,Oficial 053,Sucursal 18,Calidad,Revisión manual necesaria,86.28,Horas
2024-06,Oficial 053,Sucursal 18,Calidad,Tasa de rechazo,88.61,%
2024-06,Oficial 053,Sucursal 18,Calidad,Cumplimiento de normativa,81.39,Horas
2024-06,Oficial 053,Sucursal 18,Experiencia,Satisfacción del cliente,65.79,Puntos
2024-06,Oficial 053,Sucursal 18,Experiencia,Tasa de reclamos,65.86,%
2024-06,Oficial 053,Sucursal 18,Experiencia,Tiempo de espera,98.24,Horas
2024-06,Oficial 054,Sucursal 18,Eficiencia,Tiempo de procesamiento,84.83,Horas
2024-06,Oficial 054,Sucursal 18,Eficiencia,Clientes atendidos por hora,76.35,Horas
2024-06,Oficial 054,Sucursal 18,Eficiencia,Tasa de errores,71.96,%
2024-06,Oficial 054,Sucursal 18,Calidad,Revisión manual necesaria,81.2,Horas
2024-06,Oficial 054,Sucursal 18,Calidad,Tasa de rechazo,66.84,%
2024-06,Oficial 054,Sucursal 18,Calidad,Cumplimiento de normativa,92.37,Horas
2024-06,Oficial 054,Sucursal 18,Experiencia,Satisfacción del cliente,78.15,Puntos
2024-06,Oficial 054,Sucursal 18,Experiencia,Tasa de reclamos,98.43,%
2024-06,Oficial 054,Sucursal 18,Experiencia,Tiempo de espera,87.96,Horas
2024-06,Oficial 055,Sucursal 19,Eficiencia,Tiempo de procesamiento,96.46,Horas
2024-06,Oficial 055,Sucursal 19,Eficiencia,Clientes atendidos por hora,90.25,Horas
2024-06,Oficial 055,Sucursal 19,Eficiencia,Tasa de errores,60.35,%
2024-06,Oficial 055,Sucursal 19,Calidad,Revisión manual necesaria,89.52,Horas
2024-06,Oficial 055,Sucursal 19,Calidad,Tasa de rechazo,88.62,%
2024-06,Oficial 055,Sucursal 19,Calidad,Cumplimiento de normativa,83.68,Horas
2024-06,Oficial 055,Sucursal 19,Experiencia,Satisfacción del cliente,98.43,Puntos
2024-06,Oficial 055,Sucursal 19,Experiencia,Tasa de reclamos,96.14,%
2024-06,Oficial 055,Sucursal 19,Experiencia,Tiempo de espera,94.29,Horas
2024-06,Oficial 056,Sucursal 19,Eficiencia,Tiempo de procesamiento,63.74,Horas
2024-06,Oficial 056,Sucursal 19,Eficiencia,Clientes atendidos por hora,76.7,Horas
2024-06,Oficial 056,Sucursal 19,Eficiencia,Tasa de errores,94.86,%
2024-06,Oficial 056,Sucursal 19,Calidad,Revisión manual necesaria,99.07,Horas
2024-06,Oficial 056,Sucursal 19,Calidad,Tasa de rechazo,72.81,%
2024-06,Oficial 056,Sucursal 19,Calidad,Cumplimiento de normativa,72.79,Horas
2024-06,Oficial 056,Sucursal 19,Experiencia,Satisfacción del cliente,68.84,Puntos
2024-06,Oficial 056,Sucursal 19,Experiencia,Tasa de reclamos,72.87,%
2024-06,Oficial 056,Sucursal 19,Experiencia,Tiempo de espera,91.58,Horas
2024-06,Oficial 057,Sucursal 19,Eficiencia,Tiempo de procesamiento,91.39,Horas
2024-06,Oficial 057,Sucursal 19,Eficiencia,Clientes atendidos por hora,64.68,Horas
2024-06,Oficial 057,Sucursal 19,Eficiencia,Tasa de errores,61.7,%
2024-06,Oficial 057,Sucursal 19,Calidad,Revisión manual necesaria,70.66,Horas
2024-06,Oficial 057,Sucursal 19,Calidad,Tasa de rechazo,69.57,%
2024-06,Oficial 057,Sucursal 19,Calidad,Cumplimiento de normativa,78.63,Horas
2024-06,Oficial 057,Sucursal 19,Experiencia,Satisfacción del cliente,73.5,Puntos
2024-06,Oficial 057,Sucursal 19,Experiencia,Tasa de reclamos,92.74,%
2024-06,Oficial 057,Sucursal 19,Experiencia,Tiempo de espera,98.87,Horas
2024-06,Oficial 058,Sucursal 20,Eficiencia,Tiempo de procesamiento,78.61,Horas
2024-06,Oficial 058,Sucursal 20,Eficiencia,Clientes atendidos por hora,83.26,Horas
2024-06,Oficial 058,Sucursal 20,Eficiencia,Tasa de errores,88.28,%
2024-06,Oficial 058,Sucursal 20,Calidad,Revisión manual necesaria,86.69,Horas
2024-06,Oficial 058,Sucursal 20,Calidad,Tasa de rechazo,88.56,%
2024-06,Oficial 058,Sucursal 20,Calidad,Cumplimiento de normativa,70.68,Horas
2024-06,Oficial 058,Sucursal 20,Experiencia,Satisfacción del cliente,70.97,Puntos
2024-06,Oficial 058,Sucursal 20,Experiencia,Tasa de reclamos,73.43,%
2024-06,Oficial 058,Sucursal 20,Experiencia,Tiempo de espera,72.29,Horas
2024-06,Oficial 059,Sucursal 20,Eficiencia,Tiempo de procesamiento,99.97,Horas
2024-06,Oficial 059,Sucursal 20,Eficiencia,Clientes atendidos por hora,75.09,Horas
2024-06,Oficial 059,Sucursal 20,Eficiencia,Tasa de errores,88.79,%
2024-06,Oficial 059,Sucursal 20,Calidad,Revisión manual necesaria,74.34,Horas
2024-06,Oficial 059,Sucursal 20,Calidad,Tasa de rechazo,68.05,%
2024-06,Oficial 059,Sucursal 20,Calidad,Cumplimiento de normativa,95.72,Horas
2024-06,Oficial 059,Sucursal 20,Experiencia,Satisfacción del cliente,83.79,Puntos
2024-06,Oficial 059,Sucursal 20,Experiencia,Tasa de reclamos,93.92,%
2024-06,Oficial 059,Sucursal 20,Experiencia,Tiempo de espera,99.22,Horas
2024-06,Oficial 060,Sucursal 20,Eficiencia,Tiempo de procesamiento,98.84,Horas
2024-06,Oficial 060,Sucursal 20,Eficiencia,Clientes atendidos por hora,91.42,Horas
2024-06,Oficial 060,Sucursal 20,Eficiencia,Tasa de errores,92.68,%
2024-06,Oficial 060,Sucursal 20,Calidad,Revisión manual necesaria,81.36,Horas
2024-06,Oficial 060,Sucursal 20,Calidad,Tasa de rechazo,67.06,%
2024-06,Oficial 060,Sucursal 20,Calidad,Cumplimiento de normativa,99.2,Horas
2024-06,Oficial 060,Sucursal 20,Experiencia,Satisfacción del cliente,96.39,Puntos
2024-06,Oficial 060,Sucursal 20,Experiencia,Tasa de reclamos,89.39,%
2024-06,Oficial 060,Sucursal 20,Experiencia,Tiempo de espera,98.11,Horas
2024-06,Oficial 061,Sucursal 21,Eficiencia,Tiempo de procesamiento,68.31,Horas
2024-06,Oficial 061,Sucursal 21,Eficiencia,Clientes atendidos por hora,60.14,Horas
2024-06,Oficial 061,Sucursal 21,Eficiencia,Tasa de errores,86.05,%
2024-06,Oficial 061,Sucursal 21,Calidad,Revisión manual necesaria,88.37,Horas
2024-06,Oficial 061,Sucursal 21,Calidad,Tasa de rechazo,72.78,%
2024-06,Oficial 061,Sucursal 21,Calidad,Cumplimiento de normativa,84.39,Horas
2024-06,Oficial 061,Sucursal 21,Experiencia,Satisfacción del cliente,64.88,Puntos
2024-06,Oficial 061,Sucursal 21,Experiencia,Tasa de reclamos,64.77,%
2024-06,Oficial 061,Sucursal 21,Experiencia,Tiempo de espera,69.75,Horas
2024-06,Oficial 062,Sucursal 21,Eficiencia,Tiempo de procesamiento,89.72,Horas
2024-06,Oficial 062,Sucursal 21,Eficiencia,Clientes atendidos por hora,93.56,Horas
2024-06,Oficial 062,Sucursal 21,Eficiencia,Tasa de errores,66.55,%
2024-06,Oficial 062,Sucursal 21,Calidad,Revisión manual necesaria,67.93,Horas
2024-06,Oficial 062,Sucursal 21,Calidad,Tasa de rechazo,71.14,%
2024-06,Oficial 062,Sucursal 21,Calidad,Cumplimiento de normativa,80.06,Horas
2024-06,Oficial 062,Sucursal 21,Experiencia,Satisfacción del cliente,80.71,Puntos
2024-06,Oficial 062,Sucursal 21,Experiencia,Tasa de reclamos,86.78,%
2024-06,Oficial 062,Sucursal 21,Experiencia,Tiempo de espera,88.64,Horas
2024-06,Oficial 063,Sucursal 21,Eficiencia,Tiempo de procesamiento,88.88,Horas
2024-06,Oficial 063,Sucursal 21,Eficiencia,Clientes atendidos por hora,74.0,Horas
2024-06,Oficial 063,Sucursal 21,Eficiencia,Tasa de errores,96.24,%
2024-06,Oficial 063,Sucursal 21,Calidad,Revisión manual necesaria,65.02,Horas
2024-06,Oficial 063,Sucursal 21,Calidad,Tasa de rechazo,92.5,%
2024-06,Oficial 063,Sucursal 21,Calidad,Cumplimiento de normativa,76.03,Horas
2024-06,Oficial 063,Sucursal 21,Experiencia,Satisfacción del cliente,97.6,Puntos
2024-06,Oficial 063,Sucursal 21,Experiencia,Tasa de reclamos,97.32,%
2024-06,Oficial 063,Sucursal 21,Experiencia,Tiempo de espera,74.99,Horas
2024-06,Oficial 064,Sucursal 22,Eficiencia,Tiempo de procesamiento,86.32,Horas
2024-06,Oficial 064,Sucursal 22,Eficiencia,Clientes atendidos por hora,66.26,Horas
2024-06,Oficial 064,Sucursal 22,Eficiencia,Tasa de errores,97.87,%
2024-06,Oficial 064,Sucursal 22,Calidad,Revisión manual necesaria,91.48,Horas
2024-06,Oficial 064,Sucursal 22,Calidad,Tasa de rechazo,78.81,%
2024-06,Oficial 064,Sucursal 22,Calidad,Cumplimiento de normativa,76.97,Horas
2024-06,Oficial 064,Sucursal 22,Experiencia,Satisfacción del cliente,80.58,Puntos
2024-06,Oficial 064,Sucursal 22,Experiencia,Tasa de reclamos,62.32,%
2024-06,Oficial 064,Sucursal 22,Experiencia,Tiempo de espera,77.28,Horas
2024-06,Oficial 065,Sucursal 22,Eficiencia,Tiempo de procesamiento,70.0,Horas
2024-06,Oficial 065,Sucursal 22,Eficiencia,Clientes atendidos por hora,74.09,Horas
2024-06,Oficial 065,Sucursal 22,Eficiencia,Tasa de errores,73.6,%
2024-06,Oficial 065,Sucursal 22,Calidad,Revisión manual necesaria,99.37,Horas
2024-06,Oficial 065,Sucursal 22,Calidad,Tasa de rechazo,91.14,%
2024-06,Oficial 065,Sucursal 22,Calidad,Cumplimiento de normativa,97.43,Horas
2024-06,Oficial 065,Sucursal 22,Experiencia,Satisfacción del cliente,64.05,Puntos
2024-06,Oficial 065,Sucursal 22,Experiencia,Tasa de reclamos,71.01,%
2024-06,Oficial 065,Sucursal 22,Experiencia,Tiempo de espera,68.72,Horas
2024-06,Oficial 066,Sucursal 22,Eficiencia,Tiempo de procesamiento,84.53,Horas
2024-06,Oficial 066,Sucursal 22,Eficiencia,Clientes atendidos por hora,71.03,Horas
2024-06,Oficial 066,Sucursal 22,Eficiencia,Tasa de errores,74.26,%
2024-06,Oficial 066,Sucursal 22,Calidad,Revisión manual necesaria,73.66,Horas
2024-06,Oficial 066,Sucursal 22,Calidad,Tasa de rechazo,97.56,%
2024-06,Oficial 066,Sucursal 22,Calidad,Cumplimiento de normativa,90.52,Horas
2024-06,Oficial 066,Sucursal 22,Experiencia,Satisfacción del cliente,65.97,Puntos
2024-06,Oficial 066,Sucursal 22,Experiencia,Tasa de reclamos,62.6,%
2024-06,Oficial 066,Sucursal 22,Experiencia,Tiempo de espera,96.35,Horas
2024-06,Oficial 067,Sucursal 23,Eficiencia,Tiempo de procesamiento,95.93,Horas
2024-06,Oficial 067,Sucursal 23,Eficiencia,Clientes atendidos por hora,69.78,Horas
2024-06,Oficial 067,Sucursal 23,Eficiencia,Tasa de errores,95.61,%
2024-06,Oficial 067,Sucursal 23,Calidad,Revisión manual necesaria,88.99,Horas
2024-06,Oficial 067,Sucursal 23,Calidad,Tasa de rechazo,67.73,%
2024-06,Oficial 067,Sucursal 23,Calidad,Cumplimiento de normativa,91.52,Horas
